,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type_of_PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary_sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,State_Abv,State_Code
4860,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2009,March,Luapasso Mini Hydropower Plant,Samuele Mini Hydropower Plant,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,Luapasso region of northeastern Luanda Norte Province,Not Available,National,Not Available,,Not Available,,,2009,50,Not Available,120,120,MW,26,"Hydro, Small (<50MW)",,,Direct negotiation,,"ESCOM (Not Available / Not Available% / Portugal), 
Empresa Nacional de Electricidade de Angola (ENE) (Not Available / Not Available% / Angola)",Purchase agreements or transmission fees with public entity(ies),Public purchase agreements or transmission fees with private entity(ies),No,No,,,,Yes,No,KS,11
4861,Sub-Saharan Africa,Benin,Low income,IDA,2005,June,West African Gas Pipeline Company Ltd,WAGP,Greenfield project,"Build, operate, and transfer",Active,4/1/2008,Energy,Natural Gas,Natural gas transmission,"Benin, Ghana, Nigeria, and Togo",20,National,Not Available,,Not Available,,,2005,57,0,590,590,KM,678,,,,Direct negotiation,,"Shell (Not Available / 19% / Netherlands), 
Chevron (Not Available / 39% / United States)",Not Applicable,,"IDA (Guarantee / $50 Million / 2005), 
MIGA (Guarantee / $75 Million / 2005), 
IDA (Loan / $.. Million / 2005)",No,,,,Yes,No,OR,8
4862,Sub-Saharan Africa,Botswana,Upper middle income,Non-IDA,2011,February,KSE Orapa and Mmashoro IPP,KSE Simple Cycle Gas Turbine Power Plant at Orapa and Mmashoro,Greenfield project,"Build, lease, and transfer",Active,8/1/2011,Energy,Electricity,Electricity generation,Orapa and Mmashoro,15,Not Available,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,104,104,MW,90,Natural Gas,,,Not Available,,"Kalahari Energy (Not Available / 50% / Botswana), 
TUTEN (Not Available / 50% / Turkey)",PPA/WPA payments,,No,No,104,Not Available,,No,No,MI,45
4863,Sub-Saharan Africa,Burkina Faso,Low income,IDA,1998,December,Hydro-Afrique Hydroelectric Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,Diebougou,14,National,Not Available,,Not Available,,,1998,70,0,5.6,5.6,MW,12,"Hydro, Small (<50MW)",,,Not Available,,"Hydro-Afrique (Not Available / 70% / South Africa), 
Sonabel (Not Available / 30% / Burkina Faso)",Not Applicable,,No,No,,,,Yes,No,IL,39
4864,Sub-Saharan Africa,Burkina Faso,Low income,IDA,2017,December,Zina Solaire,,Greenfield project,"Build, own, and operate",Active,12/29/2017,Energy,Electricity,Electricity generation,"Zina village, Kona municipality",25,National,Not Available,,Not Available,,19.1,2017,95,Not Applicable,45.3,45.3,MW,22.6,"Solar, PV",,,License scheme,,Windiga Energy ($18.1 / 95% / ..),Purchase agreements or transmission fees with public entity(ies),,"IFC (Loan / $15 Million / 2017), 
IFC (Syndication / $22 Million / 2017), 
Other IFC-Canada Climate Change Program (Loan / $12 Million / 2017), 
IFC (Risk Management (including Political Risk Insurance) / $3 Million / 2017)",No,26.2,58:42:00,"IFC (Multilateral / International / $14.3), 
Other FC-Canada Climate Change Program (Multilateral / International / $11.9)",Yes,No,KY,28
4865,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2001,56,30.5,39.8,70.3,Number of installed connections ( in thousands),452,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,AZ,9
4866,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2002,56,0,21.5,21.5,Not Available,Not Available,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,ME,36
4867,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2005,56,0,0,Not Available,Number of installed connections ( in thousands),528,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,AK,7
4868,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2006,56,0,440,440,Number of installed connections ( in thousands),528,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,MA,49
4869,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2007,56,0,0,Not Available,Number of installed connections ( in thousands),571,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,NC,45
4870,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2008,56,0,0,Not Available,Number of installed connections ( in thousands),571,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,HI,12
4871,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2001,July,AES Sonel,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,"Electricity distribution, generation, and transmission",National,20,National,Not Available,,Not Available,,,2009,56,0,0,Not Available,Number of installed connections ( in thousands),571,"Hydro, Large (>50MW), Other",,Highest price paid to government,Competitive bidding,1,AES Corporation (Not Available / 56% / United States),Not Applicable,,"IFC (Loan / $90 Million / 2006), 
AFDB (Loan / $75 Million / 2006)",No,,,"FMO (Not Available / Not Available / $Not Available), 
Agence Francaise de Developpement (AFD) (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,IN,34
4872,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2009,December,Dibamba Power Plant,AES DPDC,Greenfield project,"Build, operate, and transfer",Active,11/1/2009,Energy,Electricity,Electricity generation,Doula,20,National,Not Available,,Not Available,,,2009,56,Not Available,126,126,MW,86,Diesel,,,Direct negotiation,,AES Corporation (Not Available / 56% / United States),Public purchase agreements or transmission fees with private entity(ies),,"IFC (Loan / $31 Million / 2010), 
AFDB (Loan / $31 Million / 2010), 
Other  (Loan / $31 Million / 2010)",No,,,,Yes,No,HI,43
4873,Sub-Saharan Africa,Cameroon,Lower middle income,Blended,2010,December,Kribi Power Plant,KPDC,Greenfield project,"Build, operate, and transfer",Active,1/1/2012,Energy,Electricity,Electricity generation,"Mpolongwe, Kribi, 03ø00'36?N 09ø57'36?E",20,National,Not Applicable,,Payment Guarantee,Not Available,50.624,2010,56,Not Available,342,342,MW,216,Natural Gas,,,Direct negotiation,,AES Corporation ($50.624 / 56% / United States),PPA/WPA payments,,"AFDB (Loan / $57 Million / 2011), 
Other  (Loan / $23 Million / 2012), 
IDA (Guarantee / $.. Million / 2012), 
EIB (Loan / $41 Million / 2012), 
IFC (Loan / $77 Million / 2012)",No,,,Standard Chartered (Not Available / Not Available / $Not Available),No,No,ID,34
4874,Sub-Saharan Africa,Cape Verde,Lower middle income,Blended,1999,December,Electra,,Divestiture,Partial,Cancelled,5/1/2008,Energy,Electricity,"Electricity distribution, generation, and transmission",,30,National,Not Available,,Not Available,,,1999,51,0,0,Not Available,Number of installed connections ( in thousands),35,Diesel,,Not Applicable,Not Available,,Electricidade de Portugal SA (Not Available / 21% / Portugal),Not Applicable,,"IDA (Loan / $18 Million / 1999), 
IBRD (Loan / $5 Million / 1999)",No,,,,Yes,No,NM,41
4875,Sub-Saharan Africa,Cape Verde,Lower middle income,Blended,1999,December,Electra,,Divestiture,Partial,Cancelled,5/1/2008,Energy,Electricity,"Electricity distribution, generation, and transmission",,30,National,Not Available,,Not Available,,,2003,51,0,0,Not Available,Number of installed connections ( in thousands),71,Diesel,,Not Applicable,Not Available,,Electricidade de Portugal SA (Not Available / 21% / Portugal),Not Applicable,,"IDA (Loan / $18 Million / 1999), 
IBRD (Loan / $5 Million / 1999)",No,,,,Yes,No,HI,38
4876,Sub-Saharan Africa,Cape Verde,Lower middle income,Blended,2010,October,Electra Cabeolica Wind Project,Cabeolica,Greenfield project,"Build, own, and operate",Active,10/1/2010,Energy,Electricity,Electricity generation,Cape Verde,20,National,Revenue subsidy,63,Not Available,,0,2010,80,Not Available,80,80,MW,28,Wind,,,Direct negotiation,,"Electra (Not Available / Not Available% / Cape Verde), 
Africa Finance Corporation (Not Available / Not Available% / Nigeria)",Purchase agreements or transmission fees with public entity(ies),,"AFDB (Loan / $19 Million / 2010), 
EIB (Loan / $39 Million / 2010)",No,62,72/28,,No,No,MI,44
4877,Sub-Saharan Africa,Chad,Low income,IDA,2000,September,Societe Tchadienne d'Eau et d'Electricite  (STEE),,Management and lease contract,Management contract,Cancelled,9/1/2000,Energy,Electricity,"Electricity distribution, generation, and transmission",National,30,National,Capital subsidy,Not Available,Not Available,,,2000,100,0,0,Not Available,Number of installed connections ( in thousands),16,Other,,,Direct negotiation,,Veolia Environnement (Not Available / 100% / France),Not Applicable,,IDA (Loan / $55 Million / 2002),No,,,,Yes,No,MN,38
4878,Sub-Saharan Africa,Comoros,Low income,IDA,1998,January,Comorienne de d?eau et de l?electricite (CEE),"Water and Electricity Company,  CCE",Brownfield,"Rehabilitate, operate, and transfer",Cancelled,1/1/1998,Energy,Electricity,"Electricity distribution, generation, and transmission",,Not Available,National,Not Available,,Not Available,,,1998,100,0,0,Not Available,MW,16,Diesel,,,Not Available,,Veolia Environnement (Not Available / 100% / France),Not Applicable,,IDA (Loan / $12 Million / 2001),No,,,,Yes,No,SD,3
4879,Sub-Saharan Africa,"Congo, Rep.",Lower middle income,Blended,1996,February,Sounda S.A.,Sounda Hydro Power Plant,Greenfield project,"Build, own, and operate",Cancelled,6/1/1998,Energy,Electricity,Electricity generation,Not Available,Not Available,National,Not Available,,Not Available,,,1996,100,0,325,325,MW,240,Geothermal,,,Not Available,,Interpro (Not Available / Not Available% / ..),Not Applicable,,No,No,,,RMB(South Africa) (Not Available / Not Available / $Not Available),Yes,No,IL,6
4880,Sub-Saharan Africa,Cte d'Ivoire,Lower middle income,IDA,1994,October,Compagnie Ivoirienne de Production d'Electricite (CIPREL),Vridi Gas-Fired Power Plant; Valener,Greenfield project,"Build, operate, and transfer",Active,10/1/1994,Energy,Electricity,Electricity generation,Abidjan,24,National,Not Available,,Not Available,,,1994,98,0,70,70,MW,99,"Diesel, Natural Gas",,Not Applicable,Not Available,,"Finagestion (Not Available / 83% / France), 
West African Development Bank (Not Available / 2% / Togo)",Not Applicable,,"BOAD (Loan / $9 Million / 1994), 
IBRD (Loan / $80 Million / 1995), 
IFC (Loan / $18 Million / 1995), 
IFC (Equity / $1 Million / 1995), 
IFC (Loan / $133 Million / 2013), 
AFDB (Loan / $66 Million / 2013), 
IFC (Loan / $90 Million / 2014), 
AFDB (Loan / $90 Million / 2014)"," Proparco (Loan / $66 Million / 2013), 
 Proparco (Loan / $90 Million / 2014)",,,"Standard Chartered (Commercial / International / $Not Available), 
Agence Francaise de Developpement (AFD) (Bilateral / International / $155.6), 
BOAD (Multilateral / International / $8.1), 
AFDB (Multilateral / International / $155.6), 
IFC (Multilateral / International / $239.34), 
IBRD (Multilateral / International / $79.7)",Yes,No,ME,32
4881,Sub-Saharan Africa,Cte d'Ivoire,Lower middle income,IDA,1994,October,Compagnie Ivoirienne de Production d'Electricite (CIPREL),Vridi Gas-Fired Power Plant; Valener,Greenfield project,"Build, operate, and transfer",Active,10/1/1994,Energy,Electricity,Electricity generation,Abidjan,24,National,Not Available,,Not Available,,,1995,98,Not Available,105.6,105.6,MW,210,"Diesel, Natural Gas",,Not Applicable,Not Available,,"Finagestion (Not Available / 83% / France), 
West African Development Bank (Not Available / 2% / Togo)",Not Applicable,,"BOAD (Loan / $9 Million / 1994), 
IBRD (Loan / $80 Million / 1995), 
IFC (Loan / $18 Million / 1995), 
IFC (Equity / $1 Million / 1995), 
IFC (Loan / $133 Million / 2013), 
AFDB (Loan / $66 Million / 2013), 
IFC (Loan / $90 Million / 2014), 
AFDB (Loan / $90 Million / 2014)"," Proparco (Loan / $66 Million / 2013), 
 Proparco (Loan / $90 Million / 2014)",,,"Standard Chartered (Commercial / International / $Not Available), 
Agence Francaise de Developpement (AFD) (Bilateral / International / $155.6), 
BOAD (Multilateral / International / $8.1), 
AFDB (Multilateral / International / $155.6), 
IFC (Multilateral / International / $239.34), 
IBRD (Multilateral / International / $79.7)",Yes,No,MI,42
4882,Sub-Saharan Africa,Cte d'Ivoire,Lower middle income,IDA,1994,October,Compagnie Ivoirienne de Production d'Electricite (CIPREL),Vridi Gas-Fired Power Plant; Valener,Greenfield project,"Build, operate, and transfer",Active,10/1/1994,Energy,Electricity,Electricity generation,Abidjan,24,National,Not Available,,Not Available,,,2008,98,Not Available,108,108,MW,321,"Diesel, Natural Gas",,Not Applicable,Not Available,,"Finagestion (Not Available / 83% / France), 
West African Development Bank (Not Available / 2% / Togo)",Not Applicable,,"BOAD (Loan / $9 Million / 1994), 
IBRD (Loan / $80 Million / 1995), 
IFC (Loan / $18 Million / 1995), 
IFC (Equity / $1 Million / 1995), 
IFC (Loan / $133 Million / 2013), 
AFDB (Loan / $66 Million / 2013), 
IFC (Loan / $90 Million / 2014), 
AFDB (Loan / $90 Million / 2014)"," Proparco (Loan / $66 Million / 2013), 
 Proparco (Loan / $90 Million / 2014)",,,"Standard Chartered (Commercial / International / $Not Available), 
Agence Francaise de Developpement (AFD) (Bilateral / International / $155.6), 
BOAD (Multilateral / International / $8.1), 
AFDB (Multilateral / International / $155.6), 
IFC (Multilateral / International / $239.34), 
IBRD (Multilateral / International / $79.7)",Yes,No,IA,37
4883,Sub-Saharan Africa,Cte d'Ivoire,Lower middle income,IDA,1994,October,Compagnie Ivoirienne de Production d'Electricite (CIPREL),Vridi Gas-Fired Power Plant; Valener,Greenfield project,"Build, operate, and transfer",Active,10/1/1994,Energy,Electricity,Electricity generation,Abidjan,24,National,Not Available,,Not Available,,,2013,86,Not Available,350,350,MW,543,"Diesel, Natural Gas",,Not Applicable,Not Available,,"Finagestion (Not Available / 83% / France), 
West African Development Bank (Not Available / 2% / Togo)",Not Applicable,,"BOAD (Loan / $9 Million / 1994), 
IBRD (Loan / $80 Million / 1995), 
IFC (Loan / $18 Million / 1995), 
IFC (Equity / $1 Million / 1995), 
IFC (Loan / $133 Million / 2013), 
AFDB (Loan / $66 Million / 2013), 
IFC (Loan / $90 Million / 2014), 
AFDB (Loan / $90 Million / 2014)"," Proparco (Loan / $66 Million / 2013), 
 Proparco (Loan / $90 Million / 2014)",,,"Standard Chartered (Commercial / International / $Not Available), 
Agence Francaise de Developpement (AFD) (Bilateral / International / $155.6), 
BOAD (Multilateral / International / $8.1), 
AFDB (Multilateral / International / $155.6), 
IFC (Multilateral / International / $239.34), 
IBRD (Multilateral / International / $79.7)",Yes,No,KS,11
